SaleID,CustomerID,ProductID,SaleDate,Quantity,SalesRep
4739,392,37,2023-08-13,4,Thomas Tucker
4740,216,8,2025-05-31,5,Kirk Alvarez
4741,243,32,2025-05-18,3,Tiffany Page
4742,185,32,2024-08-07,2,Larry Medina
4743,258,35,2022-03-21,6,Misty Torres
4744,9,88,2025-05-03,3,Angela Smith
4745,393,43,2022-01-19,4,Daniel Gonzalez
4746,463,22,2024-10-07,9,Debra Ruiz
4747,68,13,2024-09-25,5,Lisa Gonzalez
4748,299,36,2023-01-29,1,Larry Medina
4749,402,52,2024-09-22,2,Erika Stanley
4750,42,9,2025-06-14,5,Lisa Gonzalez
4751,162,73,2024-08-13,6,David Foley
4752,443,90,2023-11-24,7,Erika Stanley
4753,263,73,2024-07-06,7,Jill Bonilla
4754,318,14,2023-02-15,2,Misty Torres
4755,391,8,2022-01-12,7,Nicole Winters
4756,99,72,2024-02-26,10,Erika Stanley
4757,42,22,2022-03-12,5,Larry Medina
4758,470,85,2024-08-10,4,Misty Torres
4759,28,59,2022-10-09,3,Cindy Clark
4760,62,61,2024-09-05,3,Matthew Howe
4761,201,83,2024-03-29,3,Jill Bonilla
4762,419,39,2024-10-20,3,Christopher Johnson
4763,306,68,2025-02-13,10,David Foley
4764,477,64,2023-05-04,6,Christopher Johnson
4765,434,77,2024-01-29,7,Rodney Johnson
4766,291,9,2022-08-13,6,Daniel Gonzalez
4767,256,52,2022-07-19,2,Joyce Harris
4768,47,31,2022-08-20,2,Thomas Tucker
4769,203,97,2025-03-30,5,Nicole Winters
4770,403,8,2024-03-16,3,Tiffany Page
4771,147,78,2023-06-04,9,Ashley Williams
4772,379,13,2025-08-01,2,Cindy Clark
4773,349,21,2024-12-15,2,Tony Diaz
4774,48,98,2025-04-08,6,Joyce Harris
4775,424,24,2023-05-13,10,Misty Torres
4776,342,84,2024-09-08,3,Benjamin Figueroa
4777,280,23,2025-08-04,1,David Evans
4778,328,25,2025-04-26,5,Tony Diaz
4779,211,67,2022-05-22,9,Rodney Johnson
4780,488,38,2023-09-26,1,Cindy Clark
4781,430,14,2024-04-14,2,Joyce Harris
4782,257,9,2024-08-25,3,Tony Diaz
4783,69,29,2021-09-24,10,Rodney Johnson
4784,295,88,2022-03-29,5,Daniel Gonzalez
4785,416,99,2024-08-27,3,Thomas Tucker
4786,163,7,2022-03-29,5,Jill Bonilla
4787,489,56,2024-05-04,9,Christine Rios
4788,354,12,2024-09-09,5,Ashley Williams
4789,427,88,2023-10-16,1,Rodney Johnson
4790,304,61,2022-01-22,5,Tony Diaz
4791,453,58,2022-05-21,1,Misty Torres
4792,449,70,2025-04-22,8,Debra Ruiz
4793,371,27,2022-01-03,5,Debra Ruiz
4794,98,84,2021-10-21,3,Elizabeth Kim
4795,403,25,2024-02-23,10,Kirk Alvarez
4796,391,43,2023-12-03,3,David Evans
4797,96,87,2025-02-24,4,David Foley
4798,167,51,2022-07-01,8,Tony Diaz
4799,38,93,2022-01-13,10,David Evans
4800,213,40,2021-10-19,10,Kirk Alvarez
4801,114,8,2024-06-10,4,David Evans
4802,122,40,2024-03-08,10,Lisa Gonzalez
4803,232,57,2023-04-07,1,Tony Diaz
4804,434,55,2022-12-26,8,Larry Medina
4805,135,44,2024-03-06,2,Christopher Johnson
4806,218,36,2024-09-13,9,Thomas Tucker
4807,111,62,2021-10-31,10,Tony Diaz
4808,424,20,2022-10-10,1,Benjamin Figueroa
4809,313,50,2021-11-02,10,George Hamilton MD
4810,202,98,2021-10-31,1,Erika Stanley
4811,420,82,2023-04-08,2,Brian Smith
4812,106,19,2022-01-22,8,Joseph Miller
4813,291,10,2021-10-13,4,Daniel Gonzalez
4814,192,45,2024-06-21,6,Nicole Winters
4815,450,83,2021-10-25,2,Parker Hayes
4816,249,12,2022-01-19,1,David Foley
4817,327,15,2024-01-09,8,Ashley Williams
4818,460,34,2025-03-18,8,Christine Rios
4819,192,26,2023-04-30,4,Ashley Williams
4820,112,82,2021-10-13,3,Nicole Winters
4821,228,100,2023-01-01,10,Lisa Gonzalez
4822,339,10,2022-08-16,5,Misty Torres
4823,139,96,2024-05-23,4,George Hamilton MD
4824,445,40,2024-08-06,5,Misty Torres
4825,52,90,2024-03-25,6,Tiffany Page
4826,67,78,2022-12-07,1,Erika Stanley
4827,205,62,2023-02-13,4,Nicole Winters
4828,337,89,2024-12-31,7,Elizabeth Kim
4829,475,59,2023-02-24,7,David Foley
4830,233,9,2023-06-01,7,Joseph Miller
4831,6,12,2022-09-18,4,Matthew Howe
4832,450,2,2024-11-03,2,George Hamilton MD
4833,148,9,2022-06-05,6,Parker Hayes
4834,240,2,2025-01-10,8,David Evans
4835,137,95,2025-04-26,4,Tony Diaz
4836,160,52,2025-02-16,3,Rodney Johnson
4837,176,58,2022-11-03,9,Tony Diaz
4838,3,13,2024-05-31,5,Larry Medina
4839,358,42,2024-12-03,3,Christine Rios
4840,151,12,2024-08-15,9,Larry Medina
4841,316,60,2025-02-07,8,George Hamilton MD
4842,137,87,2024-02-11,3,Misty Torres
4843,119,47,2022-03-07,9,Jill Bonilla
4844,2,6,2022-11-16,9,David Russell
4845,176,3,2022-07-03,2,Debra Ruiz
4846,258,97,2024-07-28,8,Larry Medina
4847,435,80,2025-05-10,10,George Hamilton MD
4848,350,88,2022-10-04,10,Jill Bonilla
4849,403,90,2025-06-15,8,David Foley
4850,323,22,2021-09-19,3,Lisa Gonzalez
4851,133,82,2023-12-31,9,Larry Medina
4852,400,49,2023-04-15,3,Tony Diaz
4853,153,87,2024-10-11,1,Christine Rios
4854,237,33,2022-04-30,5,Elizabeth Kim
4855,358,79,2025-07-08,2,Ashley Williams
4856,16,92,2022-01-08,4,Brian Smith
4857,97,54,2024-08-17,1,Cindy Clark
4858,425,80,2025-08-24,4,Jerry Lucero
4859,372,76,2022-02-05,3,Elizabeth Kim
4860,215,53,2024-05-19,9,Tony Diaz
4861,254,6,2024-12-22,4,Cindy Clark
4862,340,85,2024-10-09,3,Rodney Johnson
4863,217,29,2025-08-09,5,Lisa Gonzalez
4864,7,60,2023-06-03,4,David Russell
4865,450,16,2023-05-26,1,Larry Medina
4866,44,82,2024-03-28,7,Larry Medina
4867,129,8,2024-09-05,4,Jill Bonilla
4868,225,13,2025-06-01,5,Elizabeth Kim
4869,22,31,2025-01-10,3,Nicole Winters
4870,107,83,2023-04-18,7,Thomas Tucker
4871,246,89,2021-11-03,7,Joseph Miller
4872,197,75,2024-03-16,4,Christine Rios
4873,124,32,2023-03-07,8,Daniel Gonzalez
4874,372,12,2024-08-16,4,Joyce Harris
4875,218,43,2023-03-13,10,Christine Rios
4876,197,46,2023-03-08,10,Erika Stanley
4877,165,13,2024-06-09,2,Brian Smith
4878,190,87,2025-04-24,1,Christopher Johnson
4879,152,13,2024-07-18,2,Rodney Johnson
4880,83,58,2023-06-04,7,Daniel Gonzalez
4881,392,20,2022-08-28,7,Christine Rios
4882,334,83,2022-02-03,7,Misty Torres
4883,54,14,2024-01-18,10,Matthew Howe
4884,292,30,2025-06-02,1,Erika Stanley
4885,227,63,2023-08-17,10,David Foley
4886,121,91,2022-12-31,1,David Foley
4887,145,62,2025-02-03,2,Erika Stanley
4888,175,48,2025-06-08,5,Brian Smith
4889,7,97,2022-08-08,1,David Foley
4890,394,91,2025-05-05,10,David Russell
4891,443,98,2024-03-29,1,Matthew Howe
4892,406,44,2024-09-26,4,Debra Ruiz
4893,168,73,2022-01-05,3,Debra Ruiz
4894,245,80,2023-08-13,3,Tony Diaz
4895,142,22,2022-01-28,8,George Hamilton MD
4896,438,29,2022-08-28,3,Kirk Alvarez
4897,361,44,2022-04-15,6,Erika Stanley
4898,28,72,2023-05-29,6,Brian Smith
4899,76,36,2022-09-13,8,Nicole Winters
4900,413,37,2022-09-24,5,Brian Smith
4901,211,98,2023-01-23,3,Lisa Gonzalez
4902,193,16,2022-11-23,1,Thomas Tucker
4903,145,54,2021-11-14,3,Tiffany Page
4904,268,87,2022-05-18,9,Lisa Gonzalez
4905,486,26,2025-04-06,4,Erika Stanley
4906,286,14,2023-11-23,1,Kirk Alvarez
4907,165,52,2024-10-20,3,David Evans
4908,101,100,2021-12-13,8,Elizabeth Kim
4909,323,73,2023-02-13,5,Benjamin Figueroa
4910,123,100,2023-10-14,6,Daniel Gonzalez
4911,450,79,2023-02-05,10,Joyce Harris
4912,451,94,2022-11-25,7,Elizabeth Kim
4913,448,83,2022-08-01,2,Erika Stanley
4914,422,25,2021-11-08,2,Lisa Gonzalez
4915,408,80,2022-01-02,10,Joseph Miller
4916,143,91,2024-10-27,4,Christopher Johnson
4917,217,33,2022-02-12,2,Kirk Alvarez
4918,94,47,2022-02-27,2,Jill Bonilla
4919,349,49,2023-11-13,5,Lisa Gonzalez
4920,38,65,2023-03-10,10,George Hamilton MD
4921,19,95,2023-01-22,1,Daniel Gonzalez
4922,146,25,2022-03-16,5,David Foley
4923,489,41,2024-06-16,10,Larry Medina
4924,478,94,2024-07-07,1,Tiffany Page
4925,184,58,2023-09-19,2,Angela Smith
4926,408,99,2022-08-16,9,Tony Diaz
4927,175,96,2021-09-30,4,Erika Stanley
4928,308,71,2021-10-15,4,Angela Smith
4929,298,27,2022-04-02,2,Tiffany Page
4930,254,5,2022-12-02,1,Ashley Williams
4931,429,5,2023-11-20,6,Jerry Lucero
4932,437,34,2021-11-10,10,Thomas Tucker
4933,250,4,2021-12-30,7,Benjamin Figueroa
4934,169,72,2025-04-20,4,Matthew Howe
4935,146,34,2021-10-10,2,Parker Hayes
4936,226,22,2022-04-08,5,Matthew Howe
4937,75,37,2021-09-26,4,Angela Smith
4938,121,54,2023-11-02,1,Ashley Williams
4939,264,67,2024-07-10,6,Debra Ruiz
4940,1,91,2021-09-26,7,Rodney Johnson
4941,241,69,2022-12-26,8,Christine Rios
4942,90,76,2023-09-30,2,Erika Stanley
4943,224,16,2023-04-13,5,Joseph Miller
4944,156,42,2024-07-07,4,Benjamin Figueroa
4945,222,54,2023-08-21,9,Jerry Lucero
4946,290,58,2025-08-26,6,Misty Torres
4947,472,67,2025-07-02,7,Debra Ruiz
4948,490,6,2021-10-19,6,Jerry Lucero
4949,117,15,2025-01-13,4,Larry Medina
4950,474,45,2024-06-26,1,Angela Smith
4951,145,30,2024-06-28,3,Jill Bonilla
4952,267,37,2022-07-07,9,Tiffany Page
4953,374,83,2023-10-27,5,Christopher Johnson
4954,35,94,2022-10-13,2,Joyce Harris
4955,265,84,2022-12-19,2,Daniel Gonzalez
4956,150,20,2021-09-19,4,Larry Medina
4957,73,90,2023-11-18,7,Brian Smith
4958,366,48,2025-08-14,10,Tiffany Page
4959,158,36,2025-05-14,1,Nicole Winters
4960,252,81,2023-05-16,7,David Russell
4961,398,67,2025-06-09,10,Tony Diaz
4962,2,32,2022-09-09,5,Lisa Gonzalez
4963,404,89,2022-01-16,5,Tony Diaz
4964,253,74,2024-05-30,6,Christine Rios
4965,351,78,2025-07-02,4,Ashley Williams
4966,235,26,2023-02-11,5,Tiffany Page
4967,226,99,2021-10-19,10,Cindy Clark
4968,151,81,2025-03-01,1,Tiffany Page
4969,133,27,2025-02-07,9,Parker Hayes
4970,36,87,2022-08-11,7,Erika Stanley
4971,337,69,2023-10-09,4,Thomas Tucker
4972,55,62,2023-12-26,2,Tiffany Page
4973,460,85,2023-04-12,6,Nicole Winters
4974,20,57,2022-06-17,7,Debra Ruiz
4975,261,48,2025-02-26,8,Erika Stanley
4976,339,8,2025-08-23,10,Joseph Miller
4977,318,42,2023-04-01,5,Benjamin Figueroa
4978,157,37,2022-07-12,10,Jerry Lucero
4979,159,100,2025-06-06,1,Debra Ruiz
4980,367,87,2021-12-01,10,Misty Torres
4981,202,69,2023-05-20,5,George Hamilton MD
4982,317,31,2024-07-30,7,Cindy Clark
4983,435,33,2025-02-24,2,Jerry Lucero
4984,409,16,2022-12-18,4,Jill Bonilla
4985,162,89,2024-07-15,7,Debra Ruiz
4986,17,32,2025-07-24,2,Joseph Miller
4987,264,10,2023-05-29,5,Lisa Gonzalez
4988,316,6,2023-09-05,1,Matthew Howe
4989,22,22,2022-03-19,3,Kirk Alvarez
4990,462,69,2022-08-03,6,Kirk Alvarez
4991,265,82,2024-05-05,7,David Russell
4992,202,89,2021-11-14,7,Joyce Harris
4993,264,21,2024-08-09,5,Jerry Lucero
4994,273,90,2022-06-13,3,Lisa Gonzalez
4995,92,36,2022-10-09,2,David Foley
4996,186,55,2025-08-13,9,Tiffany Page
4997,472,86,2024-09-15,7,Misty Torres
4998,490,23,2024-01-17,8,Debra Ruiz
4999,129,8,2024-09-12,6,Brian Smith
5000,253,14,2023-06-10,1,Tiffany Page
5001,95,28,2023-12-19,7,Ashley Williams
5002,192,88,2023-04-17,5,Parker Hayes
5003,393,76,2022-01-07,8,Elizabeth Kim
5004,273,84,2024-03-18,6,Rodney Johnson
5005,321,70,2024-02-13,7,Larry Medina
5006,370,37,2025-06-05,1,Benjamin Figueroa
5007,299,86,2021-09-15,8,David Foley
5008,175,78,2023-03-12,4,Larry Medina
5009,301,53,2023-08-08,9,Misty Torres
5010,95,8,2023-08-30,10,Christopher Johnson
5011,263,18,2024-02-19,8,Kirk Alvarez
5012,171,11,2021-09-20,5,Jill Bonilla
5013,97,38,2024-12-28,6,David Russell
5014,182,85,2023-04-06,1,Ashley Williams
5015,184,29,2023-11-30,5,George Hamilton MD
5016,374,90,2022-11-09,10,Rodney Johnson
5017,73,24,2022-09-22,4,Daniel Gonzalez
5018,446,34,2022-09-09,4,Kirk Alvarez
5019,250,54,2021-10-19,9,David Evans
5020,83,14,2024-01-24,9,David Russell
5021,281,52,2023-04-16,10,David Russell
5022,444,87,2023-01-10,2,Debra Ruiz
5023,130,24,2023-01-10,1,David Evans
5024,499,64,2021-09-25,6,Kirk Alvarez
5025,164,2,2023-01-25,5,Cindy Clark
5026,392,34,2024-02-06,5,Daniel Gonzalez
5027,320,70,2024-12-26,1,Daniel Gonzalez
5028,87,72,2025-03-30,10,Nicole Winters
5029,445,31,2022-06-21,1,Lisa Gonzalez
5030,190,7,2024-02-29,9,Joseph Miller
5031,175,79,2024-07-08,4,Jerry Lucero
5032,18,33,2024-03-07,8,Christopher Johnson
5033,111,72,2024-03-02,10,Lisa Gonzalez
5034,489,61,2023-02-10,3,Jill Bonilla
5035,198,8,2022-02-26,6,Parker Hayes
5036,351,85,2022-02-10,4,Misty Torres
5037,21,60,2022-01-24,4,David Evans
5038,439,59,2021-09-18,3,David Russell
5039,467,88,2023-02-20,3,Angela Smith
5040,472,77,2023-08-31,3,Parker Hayes
5041,132,42,2024-08-06,9,Parker Hayes
5042,33,73,2023-12-30,3,Rodney Johnson
5043,207,16,2022-08-11,5,Christopher Johnson
5044,7,35,2022-10-28,10,George Hamilton MD
5045,338,73,2025-07-24,2,Brian Smith
5046,62,73,2023-09-06,5,Rodney Johnson
5047,55,26,2023-03-16,1,George Hamilton MD
5048,444,93,2022-05-13,2,Thomas Tucker
5049,489,24,2024-04-26,1,Larry Medina
5050,272,56,2023-09-09,4,Erika Stanley
5051,269,67,2023-12-16,1,Jerry Lucero
5052,404,44,2021-11-05,10,Daniel Gonzalez
5053,133,80,2022-12-16,7,Erika Stanley
5054,116,47,2023-03-03,3,George Hamilton MD
5055,457,83,2024-08-19,4,Kirk Alvarez
5056,434,45,2023-05-28,9,Matthew Howe
5057,433,50,2025-06-18,4,Joyce Harris
5058,409,1,2022-11-05,1,Cindy Clark
5059,439,13,2024-10-28,1,Nicole Winters
5060,446,12,2021-11-27,8,David Russell
5061,45,100,2021-12-11,7,George Hamilton MD
5062,244,94,2024-08-20,9,Tony Diaz
5063,33,15,2023-03-11,1,Larry Medina
5064,337,46,2024-12-12,7,Thomas Tucker
5065,421,5,2022-03-27,1,Misty Torres
5066,15,17,2025-01-25,5,Erika Stanley
5067,253,46,2022-09-13,5,George Hamilton MD
5068,363,32,2021-10-05,4,Thomas Tucker
5069,388,43,2023-11-26,9,Christine Rios
5070,452,65,2024-05-26,7,Lisa Gonzalez
5071,353,18,2023-03-22,5,David Russell
5072,102,77,2024-11-05,5,Joyce Harris
5073,214,83,2023-09-11,9,Nicole Winters
5074,213,7,2024-01-08,7,David Evans
5075,29,52,2024-10-15,1,Lisa Gonzalez
5076,312,83,2021-10-12,5,Benjamin Figueroa
5077,303,36,2022-11-02,3,Lisa Gonzalez
5078,118,40,2023-11-20,5,Angela Smith
5079,336,60,2024-05-30,9,Christopher Johnson
5080,298,80,2025-07-12,1,Larry Medina
5081,250,1,2024-08-09,7,Lisa Gonzalez
5082,93,44,2024-07-29,10,Rodney Johnson
5083,481,59,2022-04-01,5,Thomas Tucker
5084,184,62,2025-05-03,4,Kirk Alvarez
5085,465,85,2024-05-22,7,Christopher Johnson
5086,416,6,2025-05-07,10,David Russell
5087,78,36,2022-02-27,5,Nicole Winters
5088,405,13,2023-04-13,1,Debra Ruiz
5089,298,75,2023-03-24,3,David Foley
5090,327,96,2022-04-16,4,Angela Smith
5091,349,19,2023-08-01,3,David Foley
5092,167,26,2023-08-27,5,Debra Ruiz
5093,356,29,2021-10-16,10,Daniel Gonzalez
5094,328,96,2022-04-18,7,Rodney Johnson
5095,245,77,2022-10-31,7,Christopher Johnson
5096,415,85,2022-12-04,10,Nicole Winters
5097,23,37,2024-05-30,3,Christine Rios
5098,157,28,2021-10-09,6,Larry Medina
5099,357,54,2025-08-13,8,Joyce Harris
5100,413,6,2022-01-22,4,Joseph Miller
5101,177,65,2023-10-26,10,Jerry Lucero
5102,259,10,2021-10-07,8,George Hamilton MD
5103,83,2,2024-06-25,2,Lisa Gonzalez
5104,118,100,2023-11-17,3,Benjamin Figueroa
5105,315,40,2023-08-14,2,Jerry Lucero
5106,450,77,2022-04-30,6,Tony Diaz
5107,149,90,2022-05-05,1,Daniel Gonzalez
5108,153,89,2024-02-18,10,David Foley
5109,120,81,2025-05-08,9,Rodney Johnson
5110,96,91,2023-03-18,2,David Russell
5111,345,71,2025-02-07,8,Parker Hayes
5112,440,31,2021-10-16,6,Rodney Johnson
5113,457,59,2024-07-03,10,David Russell
5114,363,84,2024-10-08,5,David Russell
5115,64,23,2022-06-20,7,Jerry Lucero
5116,187,11,2022-02-07,7,Angela Smith
5117,425,63,2024-02-19,9,David Russell
5118,36,45,2022-05-02,5,Joseph Miller
5119,491,42,2024-04-30,2,Christopher Johnson
5120,53,20,2025-01-22,1,Larry Medina
5121,365,9,2022-02-03,4,Joseph Miller
5122,355,26,2022-05-24,10,Debra Ruiz
5123,241,89,2022-06-14,2,Tony Diaz
5124,261,81,2025-04-05,4,Christopher Johnson
5125,94,41,2023-10-18,10,Christopher Johnson
5126,131,17,2023-03-06,3,Christopher Johnson
5127,355,32,2022-04-14,7,Matthew Howe
5128,364,95,2024-08-15,3,David Russell
5129,193,8,2025-07-30,8,Nicole Winters
5130,448,26,2022-12-22,7,David Russell
5131,210,10,2022-05-06,3,Jerry Lucero
5132,19,25,2025-01-30,7,Benjamin Figueroa
5133,455,56,2023-03-01,7,David Foley
5134,248,78,2024-06-29,1,Christine Rios
5135,47,92,2021-12-27,7,David Evans
5136,402,15,2024-10-18,1,Ashley Williams
5137,42,52,2024-12-24,10,Misty Torres
5138,472,7,2024-06-07,6,Jill Bonilla
5139,379,10,2022-09-17,9,David Russell
5140,181,49,2025-01-13,5,Erika Stanley
5141,85,72,2022-11-04,1,Angela Smith
5142,475,93,2025-05-19,1,Rodney Johnson
5143,224,84,2024-09-06,2,Erika Stanley
5144,408,76,2025-05-29,2,Debra Ruiz
5145,306,41,2025-07-04,4,Tiffany Page
5146,336,35,2022-11-16,3,Misty Torres
5147,80,4,2022-01-30,3,Daniel Gonzalez
5148,60,62,2024-04-28,3,Lisa Gonzalez
5149,356,33,2022-06-02,6,Daniel Gonzalez
5150,155,44,2023-02-28,1,Joyce Harris
5151,186,16,2023-10-01,3,Daniel Gonzalez
5152,118,75,2023-10-01,4,David Russell
5153,402,16,2022-05-04,1,Christine Rios
5154,257,6,2025-04-07,8,Christine Rios
5155,411,87,2024-09-03,7,Nicole Winters
5156,290,24,2025-09-08,4,Elizabeth Kim
5157,220,67,2023-05-30,6,David Evans
5158,460,74,2023-01-22,2,Rodney Johnson
5159,290,41,2025-02-03,5,Thomas Tucker
5160,305,1,2021-11-03,7,Lisa Gonzalez
5161,165,96,2024-12-04,4,Thomas Tucker
5162,350,18,2025-08-23,5,David Russell
5163,464,50,2022-01-03,3,Jerry Lucero
5164,425,53,2021-09-28,6,Erika Stanley
5165,77,65,2022-12-26,7,Rodney Johnson
5166,113,100,2023-02-18,4,Joyce Harris
5167,171,21,2023-01-17,10,Cindy Clark
5168,497,53,2025-02-07,5,Erika Stanley
5169,379,14,2025-07-09,10,Larry Medina
5170,435,9,2023-08-23,7,Tiffany Page
5171,307,88,2025-04-09,7,Parker Hayes
5172,60,75,2021-09-30,9,Benjamin Figueroa
5173,494,89,2024-02-27,9,Nicole Winters
5174,183,78,2022-05-11,4,Benjamin Figueroa
5175,91,87,2021-11-26,4,Matthew Howe
5176,212,21,2021-09-24,3,Benjamin Figueroa
5177,295,29,2025-01-16,4,Brian Smith
5178,318,89,2022-12-17,10,David Evans
5179,322,79,2025-04-23,5,Lisa Gonzalez
5180,352,34,2022-12-12,4,Cindy Clark
5181,178,60,2024-08-10,5,Christine Rios
5182,125,40,2023-05-06,6,Debra Ruiz
5183,15,93,2023-04-06,3,Matthew Howe
5184,284,65,2021-11-05,8,Elizabeth Kim
5185,311,38,2024-02-04,8,Daniel Gonzalez
5186,394,78,2022-03-01,7,Ashley Williams
5187,240,67,2023-02-19,5,David Russell
5188,142,86,2024-04-03,2,Ashley Williams
5189,261,19,2021-12-27,8,Cindy Clark
5190,448,47,2024-08-26,7,David Foley
5191,427,98,2021-10-05,1,Cindy Clark
5192,218,20,2023-04-21,1,Jill Bonilla
5193,286,10,2022-08-13,3,Debra Ruiz
5194,340,70,2023-08-24,3,Joyce Harris
5195,132,70,2024-12-27,4,Christopher Johnson
5196,284,61,2024-09-30,4,Ashley Williams
5197,26,60,2024-04-16,9,David Russell
5198,291,47,2024-05-19,8,Nicole Winters
5199,336,58,2024-09-26,8,Christine Rios
5200,476,53,2024-10-03,7,Larry Medina
5201,269,76,2025-02-16,7,Ashley Williams
5202,166,30,2022-09-18,1,George Hamilton MD
5203,202,68,2024-08-10,2,Brian Smith
5204,441,10,2025-04-12,3,Parker Hayes
5205,232,8,2024-10-12,6,Lisa Gonzalez
5206,351,37,2025-08-15,6,Jill Bonilla
5207,418,16,2023-07-23,2,David Evans
5208,374,9,2023-06-20,3,Thomas Tucker
5209,301,77,2023-02-18,1,Kirk Alvarez
5210,189,34,2023-03-10,4,Tony Diaz
5211,92,69,2021-10-14,6,Jill Bonilla
5212,52,15,2023-04-08,4,Misty Torres
5213,127,58,2022-04-30,9,Joyce Harris
5214,111,31,2022-11-12,3,Christine Rios
5215,143,25,2023-10-29,7,Brian Smith
5216,469,76,2025-05-13,5,Cindy Clark
5217,417,4,2021-09-23,5,Nicole Winters
5218,468,94,2024-12-29,4,Parker Hayes
5219,429,100,2022-07-09,5,Kirk Alvarez
5220,115,12,2025-04-27,5,Christine Rios
5221,410,46,2025-07-22,9,Thomas Tucker
5222,148,84,2023-08-11,6,Jill Bonilla
5223,230,5,2024-10-10,8,Tiffany Page
5224,351,12,2022-11-21,4,Erika Stanley
5225,352,17,2025-06-29,9,Erika Stanley
5226,239,20,2025-01-11,4,Thomas Tucker
5227,464,96,2023-02-27,4,Rodney Johnson
5228,275,89,2024-09-23,2,Larry Medina
5229,292,14,2022-03-08,9,Debra Ruiz
5230,439,66,2024-10-14,2,Brian Smith
5231,141,4,2024-02-09,4,Misty Torres
5232,217,36,2021-10-28,2,Benjamin Figueroa
5233,307,99,2022-11-10,10,Lisa Gonzalez
5234,385,89,2023-08-28,1,Jill Bonilla
5235,48,56,2024-01-02,3,Ashley Williams
5236,325,49,2023-11-08,5,Debra Ruiz
5237,416,47,2023-07-12,1,Larry Medina
5238,45,38,2024-09-23,4,Christine Rios
5239,189,95,2024-06-22,9,Cindy Clark
5240,181,59,2023-09-11,2,Brian Smith
5241,494,81,2024-05-29,2,Cindy Clark
5242,40,83,2024-12-11,1,Ashley Williams
5243,26,33,2024-02-05,1,Christine Rios
5244,373,26,2022-10-02,10,Lisa Gonzalez
5245,134,83,2024-08-09,2,Christine Rios
5246,258,10,2022-04-14,2,Christopher Johnson
5247,17,31,2024-03-09,10,Joseph Miller
5248,491,20,2024-12-09,6,Tiffany Page
5249,350,85,2022-08-22,9,Benjamin Figueroa
5250,114,73,2023-02-20,10,Tiffany Page
5251,162,24,2022-08-26,9,Elizabeth Kim
5252,381,78,2022-03-27,6,George Hamilton MD
5253,386,19,2024-08-11,3,Elizabeth Kim
5254,45,4,2025-08-28,5,Angela Smith
5255,216,93,2021-10-09,9,Thomas Tucker
5256,29,92,2023-10-20,8,George Hamilton MD
5257,300,4,2025-04-18,3,Thomas Tucker
5258,459,55,2021-12-25,5,David Evans
5259,447,15,2023-08-31,6,Brian Smith
5260,189,85,2024-03-30,1,David Foley
5261,441,7,2023-10-16,6,David Foley
5262,410,10,2022-08-31,2,Daniel Gonzalez
5263,465,64,2024-10-22,2,Brian Smith
5264,453,79,2022-04-03,7,Misty Torres
5265,250,34,2025-01-06,4,David Russell
5266,478,46,2024-05-21,5,Benjamin Figueroa
5267,357,59,2024-11-27,10,Ashley Williams
5268,176,54,2021-11-20,5,Benjamin Figueroa
5269,202,63,2023-03-14,5,George Hamilton MD
5270,172,32,2022-06-23,4,Cindy Clark
5271,132,38,2024-03-23,3,Cindy Clark
5272,411,29,2025-04-29,7,Benjamin Figueroa
5273,217,94,2022-07-03,3,Jerry Lucero
5274,413,55,2023-09-05,1,David Evans
5275,430,61,2025-05-21,7,Benjamin Figueroa
5276,215,16,2022-12-18,7,Tiffany Page
5277,213,89,2023-02-03,10,Christine Rios
5278,140,87,2023-06-11,7,Christine Rios
5279,491,96,2025-02-23,2,Christine Rios
5280,212,31,2023-09-01,6,Joseph Miller
5281,328,63,2022-02-10,3,Rodney Johnson
5282,465,30,2024-02-12,5,Cindy Clark
5283,189,2,2022-08-17,2,Thomas Tucker
5284,285,70,2022-06-14,6,David Foley
5285,379,58,2024-08-21,10,David Russell
5286,173,98,2024-01-04,7,Cindy Clark
5287,42,2,2023-02-28,1,Angela Smith
5288,9,63,2022-03-29,6,Benjamin Figueroa
5289,277,99,2023-08-26,2,Jerry Lucero
5290,439,48,2023-07-06,5,Matthew Howe
5291,459,81,2023-12-17,9,Debra Ruiz
5292,115,19,2023-10-01,5,Debra Ruiz
5293,425,75,2023-04-10,2,Tony Diaz
5294,211,95,2021-09-23,5,Parker Hayes
5295,477,84,2021-11-22,10,Elizabeth Kim
5296,459,38,2023-03-22,8,Christopher Johnson
5297,399,18,2022-09-14,5,Elizabeth Kim
5298,472,66,2022-12-24,4,David Evans
5299,475,21,2025-03-20,3,Elizabeth Kim
5300,88,23,2024-12-16,9,Christine Rios
5301,213,25,2024-10-26,8,Lisa Gonzalez
5302,119,27,2025-01-05,4,Jerry Lucero
5303,195,63,2025-06-21,10,Christopher Johnson
5304,371,100,2023-08-31,4,Jerry Lucero
5305,427,37,2024-05-27,1,Ashley Williams
5306,466,75,2025-05-11,9,Angela Smith
5307,374,9,2025-02-17,1,Benjamin Figueroa
5308,426,98,2025-06-14,8,Thomas Tucker
5309,300,84,2024-04-19,1,Christine Rios
5310,347,25,2023-04-12,9,Erika Stanley
5311,257,28,2022-09-08,2,George Hamilton MD
5312,256,56,2022-08-01,1,Debra Ruiz
5313,243,60,2022-10-16,2,Larry Medina
5314,453,54,2022-04-02,3,Joyce Harris
